syllable	position	measure	cardinality	corpus	verse
that	0	5	16	kendrickLamar	rockTheBells2
book	3	6	16	kendrickLamar	rockTheBells2
of	4	6	16	kendrickLamar	rockTheBells2
re	5	6	16	kendrickLamar	rockTheBells2
cords	6	6	16	kendrickLamar	rockTheBells2
re	8	6	16	kendrickLamar	rockTheBells2
cords	9	6	16	kendrickLamar	rockTheBells2
did	7	7	16	kendrickLamar	rockTheBells2
like	8	7	16	kendrickLamar	rockTheBells2
i	10	7	16	kendrickLamar	rockTheBells2
did	11	7	16	kendrickLamar	rockTheBells2
it	12	7	16	kendrickLamar	rockTheBells2
your	0	8	16	kendrickLamar	rockTheBells2
bite	1	8	16	kendrickLamar	rockTheBells2
was	2	8	16	kendrickLamar	rockTheBells2
at	10	8	16	kendrickLamar	rockTheBells2
night	11	8	16	kendrickLamar	rockTheBells2
can	12	8	16	kendrickLamar	rockTheBells2
the	0	9	16	kendrickLamar	rockTheBells2
pint	1	9	16	kendrickLamar	rockTheBells2
min	8	9	16	kendrickLamar	rockTheBells2
ute	9	9	16	kendrickLamar	rockTheBells2
mic	11	9	16	kendrickLamar	rockTheBells2
and	12	9	16	kendrickLamar	rockTheBells2
my	4	12	16	kendrickLamar	rockTheBells2
soul	5	12	16	kendrickLamar	rockTheBells2
on	6	12	16	kendrickLamar	rockTheBells2
my	12	12	16	kendrickLamar	rockTheBells2
flow	13	12	16	kendrickLamar	rockTheBells2
and	14	12	16	kendrickLamar	rockTheBells2
fold	2	13	16	kendrickLamar	rockTheBells2
a	3	13	16	kendrickLamar	rockTheBells2
foe	5	13	16	kendrickLamar	rockTheBells2
at	6	13	16	kendrickLamar	rockTheBells2
that's	6	14	16	kendrickLamar	rockTheBells2
a	7	14	16	kendrickLamar	rockTheBells2
grill	9	14	16	kendrickLamar	rockTheBells2
when	10	14	16	kendrickLamar	ronaldReagan2
the	4	15	16	kendrickLamar	ronaldReagan2
jeep	5	15	16	kendrickLamar	ronaldReagan2
sheesh	3	17	16	kendrickLamar	ronaldReagan2
hood	6	4	16	kendrickLamar	ronaldReagan2
that	6	5	16	kendrickLamar	ronaldReagan2
life	7	5	16	kendrickLamar	ronaldReagan2
is	8	5	16	kendrickLamar	ronaldReagan2
full	9	5	16	kendrickLamar	ronaldReagan2
of	10	5	16	kendrickLamar	ronaldReagan2
six	4	6	16	kendrickLamar	ronaldReagan2
four	5	6	16	kendrickLamar	ronaldReagan2
drive	12	6	16	kendrickLamar	ronaldReagan2
it	13	6	16	kendrickLamar	ronaldReagan2
teen	1	9	16	kendrickLamar	ronaldReagan2
with	7	10	16	kendrickLamar	ronaldReagan2
a	8	10	16	kendrickLamar	ronaldReagan2
dars	2	14	16	kendrickLamar	ronaldReagan2
nough	14	15	16	kendrickLamar	ronaldReagan2
don't	8	16	16	kendrickLamar	seeNoEvil1
mean	9	16	16	kendrickLamar	seeNoEvil1
bitch	8	20	16	kendrickLamar	seeNoEvil1
i	9	20	16	kendrickLamar	seeNoEvil1
a	8	1	16	kendrickLamar	seeNoEvil1
pace	9	1	16	kendrickLamar	seeNoEvil1
can	11	1	16	kendrickLamar	seeNoEvil1
go	12	1	16	kendrickLamar	seeNoEvil1
know	13	1	16	kendrickLamar	seeNoEvil1
your	14	1	16	kendrickLamar	seeNoEvil1
place	15	1	16	kendrickLamar	seeNoEvil1
ded	1	2	16	kendrickLamar	seeNoEvil1
the	6	2	16	kendrickLamar	seeNoEvil1
faith	7	2	16	kendrickLamar	seeNoEvil1
that	8	2	16	kendrickLamar	seeNoEvil1
trace	15	2	16	kendrickLamar	seeNoEvil1
your	0	3	16	kendrickLamar	seeNoEvil1
steps	1	3	16	kendrickLamar	seeNoEvil1
when	2	3	16	kendrickLamar	seeNoEvil1
and	6	4	16	kendrickLamar	seeNoEvil1
when	7	4	16	kendrickLamar	seeNoEvil1
i	8	4	16	kendrickLamar	seeNoEvil1
light	8	5	16	kendrickLamar	seeNoEvil1
nev	9	5	16	kendrickLamar	seeNoEvil1
first	8	8	12	kendrickLamar	solidSoundLogic1
chop	9	8	16	kendrickLamar	solidSoundLogic1
fuck	14	8	16	kendrickLamar	solidSoundLogic1
that	15	8	16	kendrickLamar	solidSoundLogic1
five	4	1	12	kendrickLamar	solidSoundLogic1
g	12	1	12	kendrickLamar	solidSoundLogic1
seat	0	2	12	kendrickLamar	solidSoundLogic1
back	1	2	12	kendrickLamar	solidSoundLogic1
nole	7	2	12	kendrickLamar	solidSoundLogic1
fold	10	2	12	kendrickLamar	solidSoundLogic1
that	1	3	12	kendrickLamar	solidSoundLogic1
me	4	3	12	kendrickLamar	solidSoundLogic1
ter	7	3	16	kendrickLamar	solidSoundLogic1
p	10	3	12	kendrickLamar	solidSoundLogic1
some	3	4	12	kendrickLamar	solidSoundLogic1
nig	4	4	16	kendrickLamar	solidSoundLogic1
shit	8	4	16	kendrickLamar	solidSoundLogic1
dumb	9	4	16	kendrickLamar	solidSoundLogic1
nig	10	4	16	kendrickLamar	solidSoundLogic1
take	8	5	16	kendrickLamar	solidSoundLogic1
serve	0	6	16	kendrickLamar	solidSoundLogic1
word	8	6	16	kendrickLamar	solidSoundLogic1
bitch	12	7	16	kendrickLamar	solidSoundLogic1
give	4	8	16	kendrickLamar	solidSoundLogic1
it's	0	9	16	kendrickLamar	solidSoundLogic1
lot	4	9	16	kendrickLamar	solidSoundLogic1
when	12	9	16	kendrickLamar	solidSoundLogic1
verse	0	10	16	kendrickLamar	solidSoundLogic1
hearse	4	10	16	kendrickLamar	solidSoundLogic1
put	12	10	16	kendrickLamar	solidSoundLogic1
d	4	11	16	kendrickLamar	solidSoundLogic1
code	5	11	16	kendrickLamar	solidSoundLogic1
on	8	11	16	kendrickLamar	solidSoundLogic1
deep	12	11	16	kendrickLamar	solidSoundLogic1
don't	0	12	16	kendrickLamar	solidSoundLogic1
boy	4	12	16	kendrickLamar	solidSoundLogic1
earned	12	14	16	kendrickLamar	solidSoundLogic1
shame	8	16	16	kendrickLamar	solidSoundLogic1
gate	8	17	16	kendrickLamar	solidSoundLogic1
in	0	20	16	kendrickLamar	solidSoundLogic1
like	4	20	16	kendrickLamar	solidSoundLogic1
die	9	23	16	kendrickLamar	streetDreamin1
if	8	25	16	kendrickLamar	streetDreamin1
in	8	26	16	kendrickLamar	streetDreamin1
fuck	2	29	16	kendrickLamar	streetDreamin1
take	5	1	16	kendrickLamar	streetDreamin1
a	6	1	16	kendrickLamar	streetDreamin1
trip	7	1	16	kendrickLamar	streetDreamin1
with	8	1	16	kendrickLamar	streetDreamin1
this	6	2	16	kendrickLamar	streetDreamin1
time	7	2	16	kendrickLamar	streetDreamin1
it	8	2	16	kendrickLamar	streetDreamin1
terse	4	3	16	kendrickLamar	streetDreamin1
bo-	5	3	16	kendrickLamar	streetDreamin1
il	6	3	16	kendrickLamar	streetDreamin1
you	8	3	16	kendrickLamar	streetDreamin1
lay	9	3	16	kendrickLamar	streetDreamin1
in	10	3	16	kendrickLamar	streetDreamin1
de	12	3	16	kendrickLamar	streetDreamin1
sert	13	3	16	kendrickLamar	streetDreamin1
love	1	9	16	kendrickLamar	streetDreamin1
i	2	9	16	kendrickLamar	streetDreamin1
on	5	9	16	kendrickLamar	streetDreamin1
on	13	9	16	kendrickLamar	streetDreamin1
end	4	10	16	kendrickLamar	streetDreamin1
zone	5	10	16	kendrickLamar	streetDreamin1
meant	8	10	16	kendrickLamar	streetDreamin1
on	9	10	16	kendrickLamar	streetDreamin1
vent	12	10	16	kendrickLamar	streetDreamin1
one	13	10	16	kendrickLamar	streetDreamin1
shit	12	11	16	kendrickLamar	streetDreamin1
pit	12	12	24	kendrickLamar	theNewCupid1
can	14	12	24	kendrickLamar	theNewCupid1
not	15	12	24	kendrickLamar	theNewCupid1
ly	10	15	16	kendrickLamar	thuggin1
ments	5	9	16	kendrickLamar	thuggin1
ses	5	10	16	kendrickLamar	thuggin1
is	17	10	16	kendrickLamar	thuggin1
i	4	1	16	kendrickLamar	thuggin1
look	5	1	16	kendrickLamar	thuggin1
in	6	1	16	kendrickLamar	thuggin1
and	10	1	16	kendrickLamar	thuggin1
ask	11	1	16	kendrickLamar	thuggin1
how	2	2	16	kendrickLamar	thuggin1
dare	3	2	16	kendrickLamar	thuggin1
can	14	2	16	kendrickLamar	thuggin1
hear	15	2	16	kendrickLamar	thuggin1
the	0	3	12	kendrickLamar	thuggin1
it's	14	4	16	kendrickLamar	thuggin1
like	15	4	16	kendrickLamar	thuggin1
i'm	0	5	16	kendrickLamar	thuggin1
ma	11	6	16	kendrickLamar	thuggin1
how	14	6	16	kendrickLamar	thuggin1
live	15	12	16	kendrickLamar	thuggin1
in	0	13	16	kendrickLamar	thuggin1
next	14	13	16	kendrickLamar	thuggin1
door	15	13	16	kendrickLamar	thuggin1
i	4	14	16	kendrickLamar	thuggin1
guess	5	14	16	kendrickLamar	thuggin1
i	6	14	16	kendrickLamar	thuggin1
to	12	14	16	kendrickLamar	thuggin1
save	13	14	16	kendrickLamar	thuggin1
us	14	14	16	kendrickLamar	thuggin1
ski	12	15	16	kendrickLamar	thuggin1
masks	13	15	16	kendrickLamar	thuggin1
don't	2	16	16	kendrickLamar	thuggin1
know	3	16	16	kendrickLamar	thuggin1
ounce	9	18	24	kendrickLamar	untitledSeven2
at	10	18	24	kendrickLamar	untitledSeven2
bounce	1	19	24	kendrickLamar	untitledSeven2
to	2	19	24	kendrickLamar	untitledSeven2
get	2	1	24	kendrickLamar	untitledSeven2
you	3	1	24	kendrickLamar	untitledSeven2
high	4	1	24	kendrickLamar	untitledSeven2
get	2	2	24	kendrickLamar	untitledSeven2
you	3	2	24	kendrickLamar	untitledSeven2
high	4	2	24	kendrickLamar	untitledSeven2
get	14	2	24	kendrickLamar	untitledSeven2
you	15	2	24	kendrickLamar	untitledSeven2
high	16	2	24	kendrickLamar	untitledSeven2
get	2	3	24	kendrickLamar	untitledSeven2
no	7	3	24	kendrickLamar	untitledSeven2
bent	11	3	24	kendrickLamar	untitledSeven2
leys	12	3	24	kendrickLamar	untitledSeven2
get	14	3	16	kendrickLamar	untitledSeven2
you	15	3	16	kendrickLamar	untitledSeven2
high	16	3	16	kendrickLamar	untitledSeven2
like	17	3	24	kendrickLamar	untitledSeven2
tate	9	4	24	kendrickLamar	untitledSeven2
tate	11	4	16	kendrickLamar	untitledSeven2
tate	13	4	24	kendrickLamar	untitledSeven2
get	14	4	24	kendrickLamar	untitledSeven2
you	15	4	24	kendrickLamar	untitledSeven2
tate	15	4	24	kendrickLamar	untitledSeven2
high	16	4	24	kendrickLamar	untitledSeven2
like	17	4	24	kendrickLamar	untitledSeven2
get	2	5	24	kendrickLamar	untitledSeven2
no	7	5	24	kendrickLamar	untitledSeven2
get	14	5	24	kendrickLamar	untitledSeven2
no	19	5	24	kendrickLamar	untitledSeven2
get	2	6	24	kendrickLamar	untitledSeven2
no	7	6	24	kendrickLamar	untitledSeven2
get	14	6	24	kendrickLamar	untitledSeven2
no	19	6	24	kendrickLamar	untitledSeven2
get	2	7	24	kendrickLamar	untitledSeven2
no	7	7	24	kendrickLamar	untitledSeven2
bent	11	7	24	kendrickLamar	untitledSeven2
leys	12	7	24	kendrickLamar	untitledSeven2
get	14	7	16	kendrickLamar	untitledSeven2
no	19	7	16	kendrickLamar	untitledSeven2
get	2	8	16	kendrickLamar	untitledSeven2
no	7	8	16	kendrickLamar	untitledSeven2
tate	9	8	16	kendrickLamar	weUp1
tate	11	8	16	kendrickLamar	weUp1
tate	13	8	16	kendrickLamar	weUp1
tate	15	8	16	kendrickLamar	weUp1
ev	5	1	16	kendrickLamar	weUp1
ize	3	2	16	kendrickLamar	weUp1
o	6	3	16	kendrickLamar	weUp1
get	7	3	16	kendrickLamar	weUp1
you	8	3	16	kendrickLamar	weUp1
lock	9	3	16	kendrickLamar	weUp1
in	10	3	16	kendrickLamar	weUp1
my	9	4	16	kendrickLamar	weUp1
re	10	4	16	kendrickLamar	weUp1
cord	11	4	16	kendrickLamar	weUp1
clean	12	4	16	kendrickLamar	weUp1
come	4	5	16	kendrickLamar	weUp1
slaught	7	5	16	kendrickLamar	weUp1
soon	9	5	16	kendrickLamar	weUp1
as	10	5	16	kendrickLamar	weUp1
brought	12	5	16	kendrickLamar	weUp1
up	13	5	16	kendrickLamar	weUp1
should	5	8	16	kendrickLamar	weUp1
a	6	8	16	kendrickLamar	weUp1
been	7	8	16	kendrickLamar	weUp1
a	8	8	16	kendrickLamar	weUp1
bitch	9	8	16	kendrickLamar	weUp1
in	10	8	16	kendrickLamar	weUp1
got	10	10	16	kendrickLamar	weUp1
me	11	10	16	kendrickLamar	weUp1
a	4	15	16	kendrickLamar	weUp1
hell	5	15	16	kendrickLamar	weUp1
of	6	15	16	kendrickLamar	weUp1
like	3	16	16	kendrickLamar	yah1
i	4	16	16	kendrickLamar	yah1
knew	5	16	16	kendrickLamar	yah1
i	6	16	16	kendrickLamar	yah1
thoughts	9	1	16	kendrickLamar	yah1
and	10	1	16	kendrickLamar	yah1
name	9	2	16	kendrickLamar	yah1
for	10	2	16	kendrickLamar	yah1
v	5	4	16	kendrickLamar	yah1
some	15	5	16	kendrickLamar	yah1
bod	0	6	16	kendrickLamar	yah1
not	8	7	16	kendrickLamar	yah1
bout	9	7	16	kendrickLamar	yah1
a	10	7	16	kendrickLamar	yah1
i'm	1	8	16	kendrickLamar	yah1
that	0	9	16	kendrickLamar	yah1
word	1	9	16	kendrickLamar	yah1
said	14	10	16	kendrickLamar	yah1
know	15	10	16	otherBlackThought	baby2
deut	8	11	16	otherBlackThought	baby2
temp	6	14	16	otherBlackThought	doinItAgain1
ta	7	14	16	otherBlackThought	doinItAgain1
her	0	10	16	otherBlackThought	doinItAgain1
out	1	10	16	otherBlackThought	doinItAgain1
up	4	1	16	otherBlackThought	doinItAgain1
out	5	1	16	otherBlackThought	doinItAgain1
of	6	1	16	otherBlackThought	doinItAgain1
the	4	2	16	otherBlackThought	doinItAgain1
weight	5	2	16	otherBlackThought	doinItAgain1
of	6	2	16	otherBlackThought	doinItAgain1
lets	6	3	16	otherBlackThought	doinItAgain1
see	7	3	16	otherBlackThought	doinItAgain1
whose	8	3	16	otherBlackThought	doinItAgain1
thumb	9	3	16	otherBlackThought	doinItAgain1
is	10	3	16	otherBlackThought	doinItAgain1
I	0	4	16	otherBlackThought	doinItAgain1
said	1	4	16	otherBlackThought	doinItAgain1
it	2	4	16	otherBlackThought	doinItAgain1
I	6	4	16	otherBlackThought	doinItAgain1
did	7	4	16	otherBlackThought	doinItAgain1
it	8	4	16	otherBlackThought	doinItAgain1
need	12	4	16	otherBlackThought	doinItAgain1
it	13	4	16	otherBlackThought	doinItAgain1
If	15	4	16	otherBlackThought	doinItAgain1
sleep	1	5	16	otherBlackThought	doinItAgain1
it	2	5	16	otherBlackThought	doinItAgain1
bleed	4	5	16	otherBlackThought	doinItAgain1
it	5	5	16	otherBlackThought	doinItAgain1
write	7	5	16	otherBlackThought	doinItAgain1
it	8	5	16	otherBlackThought	doinItAgain1
down	9	5	16	otherBlackThought	doinItAgain1
and	10	5	16	otherBlackThought	doinItAgain1
real	12	5	16	otherBlackThought	doinItAgain1
it	13	5	16	otherBlackThought	doinItAgain1
phalt	1	6	16	otherBlackThought	doinItAgain2
to	2	6	16	otherBlackThought	doinItAgain2
ce	4	6	16	otherBlackThought	doinItAgain2
ment	5	6	16	otherBlackThought	gameTheory
I	15	4	16	otherBlackThought	gameTheory
is	0	5	16	otherBlackThought	gameTheory
ry	4	11	16	otherBlackThought	gameTheory
caught	6	4	16	otherBlackThought	gameTheory
ev-	7	4	16	otherBlackThought	gameTheory
night	9	4	16	otherBlackThought	gameTheory
on	10	4	16	otherBlackThought	gameTheory
touch	8	11	16	otherBlackThought	gameTheory
him	9	11	16	otherBlackThought	gameTheory
fuck	4	13	16	otherBlackThought	gameTheory
it	5	13	16	otherBlackThought	gameTheory
ging	0	15	16	otherBlackThought	gameTheory
em	1	15	16	otherBlackThought	gameTheory
gee	4	20	16	otherBlackThought	howIGotOver
and	5	20	16	otherBlackThought	howIGotOver
go	4	24	16	otherBlackThought	howIGotOver
huh	5	24	16	otherBlackThought	howIGotOver
too	4	1	16	otherBlackThought	howIGotOver
much	5	1	16	otherBlackThought	howIGotOver
too	4	6	16	otherBlackThought	howIGotOver
much	5	6	16	otherBlackThought	howIGotOver
too	4	8	16	otherBlackThought	howIGotOver
much	5	8	16	otherBlackThought	howIGotOver
too	12	8	16	otherBlackThought	howIGotOver
much	13	8	16	otherBlackThought	howIGotOver
too	4	9	16	otherBlackThought	howIGotOver
much	5	9	16	otherBlackThought	howIGotOver
grew	4	10	16	otherBlackThought	howIGotOver
up	5	10	16	otherBlackThought	howIGotOver
I	4	11	16	otherBlackThought	howIGotOver
ain't	5	11	16	otherBlackThought	howIGotOver
I	4	12	16	otherBlackThought	howIGotOver
ain't	5	12	16	otherBlackThought	howIGotOver
sick	4	14	16	otherBlackThought	hustla1
and	5	14	16	otherBlackThought	hustla1
just	12	16	16	otherBlackThought	hustla1
like	13	16	16	otherBlackThought	hustla1
stop	14	10	16	otherBlackThought	hustla1
her	15	10	16	otherBlackThought	hustla1
world	12	13	16	otherBlackThought	hustla1
out	13	13	16	otherBlackThought	hustla1
pearl	12	14	16	otherBlackThought	iRemember1
out	13	14	16	otherBlackThought	iRemember1
twirl	12	15	16	otherBlackThought	iRemember1
out	13	15	16	otherBlackThought	iRemember1
re	10	7	16	otherBlackThought	iRemember1
the	2	8	16	otherBlackThought	iRemember1
flight	3	8	16	otherBlackThought	iRemember1
of	4	8	16	otherBlackThought	iRemember1
and	9	8	16	otherBlackThought	lighthouse2
it's	10	8	16	otherBlackThought	lighthouse2
right	11	8	16	otherBlackThought	lighthouse2
on	12	8	16	otherBlackThought	lighthouse2
trace	6	6	16	otherBlackThought	makeMy2
and	7	6	16	otherBlackThought	makeMy2
you	9	6	16	otherBlackThought	makeMy2
in	10	6	16	otherBlackThought	makeMy2
dead	8	2	16	otherBlackThought	makeMy2
mans	9	2	16	otherBlackThought	makeMy2
ev-	0	4	16	otherBlackThought	makeMy2
fresh	4	4	16	otherBlackThought	makeMy2
out	5	4	16	otherBlackThought	makeMy2
of	6	4	16	otherBlackThought	makeMy2
feel	5	6	16	otherBlackThought	nowOrNever
the	6	6	16	otherBlackThought	nowOrNever
pull	7	6	16	otherBlackThought	nowOrNever
of	8	6	16	otherBlackThought	nowOrNever
its	14	3	16	otherBlackThought	oneTime2
said	15	3	16	otherBlackThought	oneTime2
thing	4	15	16	otherBlackThought	oneTime2
like	5	15	16	otherBlackThought	oneTime2
thing	4	1	16	otherBlackThought	oneTime2
I	5	1	16	otherBlackThought	oneTime2
my	5	4	16	otherBlackThought	oneTime2
y'all	8	6	16	otherBlackThought	oneTime2
fin	9	6	16	otherBlackThought	oneTime2
I	6	7	16	otherBlackThought	stomp1
say	7	7	16	otherBlackThought	stomp1
y'all	8	8	16	otherBlackThought	stomp1
el-	9	8	16	otherBlackThought	stomp1
of	6	9	16	otherBlackThought	stomp1
flesh	7	9	16	otherBlackThought	stomp1
yes	13	9	16	otherBlackThought	stomp1
who	6	10	16	otherBlackThought	stomp1
win	7	10	16	otherBlackThought	takeItThere1
yes	13	10	16	otherBlackThought	takeItThere1
what	7	12	16	otherBlackThought	takeItThere1
is	8	12	16	otherBlackThought	takeItThere1
view	4	4	16	otherBlackThought	takeItThere1
of	5	4	16	otherBlackThought	takeItThere1
hand	0	6	16	otherBlackThought	takeItThere1
o-	1	6	16	otherBlackThought	takeItThere1
smok-	5	9	16	otherBlackThought	takeItThere1
is	6	11	32	otherBlackThought	takeItThere1
feel	4	12	32	otherBlackThought	takeItThere1
some-	5	12	16	otherBlackThought	takeItThere1
keep-	12	13	16	otherBlackThought	takeItThere1
they	11	15	24	otherBlackThought	theOtherSide2
they	11	16	24	otherBlackThought	theOtherSide2
for	14	16	24	otherBlackThought	theOtherSide2
real	15	16	16	otherBlackThought	theOtherSide2
cause	20	1	16	otherBlackThought	theOtherSide2
I	21	1	16	otherBlackThought	theOtherSide2
got	22	1	24	otherBlackThought	theOtherSide2
ing	3	3	16	otherBlackThought	theOtherSide2
cold	4	3	16	otherBlackThought	theOtherSide2
blood-	5	3	24	otherBlackThought	theOtherSide2
a-	11	5	16	otherBlackThought	theOtherSide2
wake	10	8	16	otherBlackThought	theOtherSide2
this	11	8	16	otherBlackThought	theOtherSide2
ner	8	9	16	otherBlackThought	theOtherSide2
dead	1	10	16	otherBlackThought	theOtherSide2
on	2	10	24	otherBlackThought	theOtherSide2
with	6	11	16	otherBlackThought	theOtherSide2
and	14	11	16	otherBlackThought	theOtherSide2
when	15	11	16	otherBlackThought	walkAlone3
ders	13	12	16	otherBlackThought	walkAlone3
out	4	13	16	otherBlackThought	walkAlone3
til	14	13	16	otherBlackThought	walkAlone3
be	12	1	16	otherBlackThought	walkAlone3
on	13	1	16	otherBlackThought	walkAlone3
plea	12	2	16	otherBlackThought	walkAlone3
on	13	2	16	otherBlackThought	walkAlone3
pray	0	3	16	otherBlackThought	walkAlone3
these	1	3	16	otherBlackThought	walkAlone3
ment	12	3	16	otherBlackThought	walkAlone3
on	13	3	16	otherBlackThought	walkAlone3
Le-	12	5	16	otherBlackThought	walkAlone3
one	13	5	16	otherBlackThought	walkAlone3
on	13	6	16	otherBlackThought	walkAlone3
py	12	7	16	otherBlackThought	walkAlone3
on	13	7	16	otherBlackThought	walkAlone3
Guil-	12	8	16	otherEminem	40ounce2
laume	13	8	16	otherEminem	40ounce2
be-	4	9	16	otherEminem	40ounce2
yond	5	9	16	otherEminem	40ounce2
to	6	1	16	otherEminem	40ounce2
catch	7	1	16	otherEminem	40ounce2
this	8	1	16	otherEminem	40ounce2
blad	9	1	16	otherEminem	40ounce2
in	10	1	16	otherEminem	40ounce2
me	6	2	16	otherEminem	40ounce2
hold	7	2	16	otherEminem	40ounce2
be	9	3	16	otherEminem	40ounce2
num	10	3	16	otherEminem	40ounce2
and	6	4	16	otherEminem	40ounce2
get	7	4	16	otherEminem	40ounce2
the	8	4	16	otherEminem	40ounce2
fuck	9	4	16	otherEminem	40ounce2
off	10	4	16	otherEminem	40ounce2
as	6	5	16	otherEminem	40ounce2
soon	7	5	16	otherEminem	40ounce2
as	8	5	16	otherEminem	40ounce2
in	7	6	16	otherEminem	40ounce2
and	8	6	16	otherEminem	40ounce2
stop	7	7	16	otherEminem	40ounce2
us	8	7	16	otherEminem	40ounce2
nue	2	8	16	otherEminem	40ounce2
hold	5	8	16	otherEminem	40ounce2
it	6	8	16	otherEminem	40ounce2
down	7	8	16	otherEminem	40ounce2
o	3	9	16	otherEminem	40ounce2
night	6	11	16	otherEminem	40ounce2
o	11	11	16	otherEminem	40ounce2
own	12	11	16	otherEminem	40ounce2
on	7	12	16	otherEminem	8mile1
and	8	12	16	otherEminem	8mile1
lets	9	12	16	otherEminem	8mile1
get	10	12	16	otherEminem	8mile1
i	2	2	16	otherEminem	8mile1
put	3	2	16	otherEminem	8mile1
up	4	2	16	otherEminem	8mile1
hit	9	7	NA	otherEminem	8mile1
break	2	10	NA	otherEminem	8mile1
ing	3	10	16	otherEminem	8mile1
my	10	10	16	otherEminem	8mile1
i	9	11	NA	otherEminem	8mile1
i	1	12	16	otherEminem	8mile1
do	5	12	16	otherEminem	8mile1
it	6	12	16	otherEminem	8mile2
my	9	12	16	otherEminem	8mile2
get	3	14	16	otherEminem	8mile2
off	4	14	16	otherEminem	8mile2
fore	5	2	16	otherEminem	8mile2
i	6	2	16	otherEminem	8mile2
to	1	3	16	otherEminem	8mile2
and	9	3	16	otherEminem	8mile2
poor	14	5	16	otherEminem	8mile2
lit	15	5	16	otherEminem	8mile2
don't	8	6	16	otherEminem	8mile2
un	9	6	16	otherEminem	8mile2
v	4	7	16	otherEminem	8mile2
her	8	10	16	otherEminem	8mile2
lit	9	10	16	otherEminem	8mile2
get	2	13	16	otherEminem	8mile2
don't	0	15	16	otherEminem	8mile2
got	1	15	16	otherEminem	8mile2
and	1	17	16	otherEminem	8mile2
can	2	21	16	otherEminem	8mile2
hear	3	21	16	otherEminem	8mile2
you	2	22	16	otherEminem	8mile2
dawg	3	22	16	otherEminem	8mile2
i	2	23	16	otherEminem	8mile2
love	3	23	16	otherEminem	8mile2
her	4	23	16	otherEminem	business1
you	2	24	16	otherEminem	business1
need	3	24	16	otherEminem	business1
thing	2	27	16	otherEminem	business1
al	9	2	16	otherEminem	business1
most	10	2	16	otherEminem	business1
sad	4	6	16	otherEminem	business3
dams	5	6	16	otherEminem	business3
o	3	9	16	otherEminem	business3
ran	4	9	16	otherEminem	business3
he	10	3	16	otherEminem	business3
roes	11	3	16	otherEminem	drugBallad3
the	10	8	16	otherEminem	drugBallad3
set	11	8	16	otherEminem	drugBallad3
just	12	8	16	otherEminem	drugBallad3
you	9	4	16	otherEminem	drugBallad3
and	10	4	16	otherEminem	drugBallad3
screw	14	4	16	otherEminem	drugBallad3
it	15	4	16	otherEminem	drugBallad3
where	9	8	16	otherEminem	drugBallad3
was	10	8	16	otherEminem	drugBallad3
brought	12	8	16	otherEminem	drugBallad3
up	13	8	16	otherEminem	drugBallad3
as	4	9	16	otherEminem	drugBallad3
long	5	9	16	otherEminem	drugBallad3
as	6	9	16	otherEminem	drugBallad3
this	2	10	16	otherEminem	drugBallad3
shit	3	10	16	otherEminem	drugBallad3
e	15	11	16	otherEminem	drugBallad3
though	0	12	16	otherEminem	drugBallad3
sucks	9	14	16	otherEminem	drugBallad3
to	10	14	16	otherEminem	drugBallad3
and	8	17	16	otherEminem	illHurtYou2
and	8	18	16	otherEminem	illHurtYou2
know	0	22	16	otherEminem	illHurtYou2
it	1	22	16	otherEminem	illHurtYou2
my	8	1	16	otherEminem	illHurtYou2
doo	9	1	16	otherEminem	illHurtYou2
doo	10	1	16	otherEminem	illHurtYou2
to	6	5	16	otherEminem	illHurtYou2
what	7	5	16	otherEminem	illHurtYou2
we're	8	5	16	otherEminem	illHurtYou2
chew	15	6	16	otherEminem	illHurtYou2
you	0	7	16	otherEminem	imBack1
just	6	11	16	otherEminem	imBack1
tip	7	11	16	otherEminem	imBack1
toed	8	11	16	otherEminem	imBack1
thir	14	7	16	otherEminem	imBack1
give	14	10	16	otherEminem	imBack1
a	15	10	16	otherEminem	imBack1
must	8	14	16	otherEminem	imBack1
just	9	14	16	otherEminem	imBack1
bel	11	14	16	otherEminem	imBack1
up	12	14	16	otherEminem	imBack1
grew	3	15	16	otherEminem	imBack1
up	4	15	16	otherEminem	imBack1
m	6	19	16	otherEminem	imBack1
t	7	19	16	otherEminem	imBack1
kim	8	20	16	otherEminem	imBack1
see	9	20	16	otherEminem	imBack1
worth	0	21	16	otherEminem	imBack1
it	1	21	16	otherEminem	imBack1
how	9	21	16	otherEminem	imBack1
is	10	21	16	otherEminem	myDads1
per	12	21	16	otherEminem	myDads1
fect	13	21	16	otherEminem	myDads1
side	9	23	16	otherEminem	myDads1
get	8	3	16	otherEminem	myDads1
throug	9	3	16	otherEminem	myDads1
to	10	3	16	otherEminem	myDads1
you	11	3	16	otherEminem	myDads3
to	12	3	16	otherEminem	myDads3
show	13	3	16	otherEminem	myDads3
you	14	3	16	otherEminem	myDads3
see	7	3	16	otherEminem	myDads3
what	8	3	16	otherEminem	renegade4
the	4	10	16	otherEminem	renegade4
rest	5	10	16	otherEminem	renegade4
of	6	10	16	otherEminem	renegade4
to	2	1	16	otherEminem	renegade4
some	3	1	16	otherEminem	renegade4
the	4	2	16	otherEminem	renegade4
king	5	2	16	otherEminem	renegade4
of	6	2	16	otherEminem	renegade4
me	13	3	16	otherEminem	renegade4
as	14	3	16	otherEminem	renegade4
of	2	4	16	otherEminem	renegade4
hate	3	4	16	otherEminem	renegade4
